feature,importance_mean,importance_std
internet_users_pct,1.8463398373568183,0.03700091372699258
energy_multiplier,1.5132785465566851,0.04321264132087447
gdp_per_capita,1.2054326028881728,0.021724599723004636
demand_multiplier,0.7690542135159845,0.014563461656898308
population,0.40491620385413557,0.006360623610809459
electricity_kwh_pc,0.3137646969533531,0.007110165680440121
