country,year,gdp_per_capita,population,internet_users_pct,electricity_kwh_pc,renewable_electricity_pct,energy_imports_net_pct
Italy,2015,30639.8829751432,60229605.0,58.1417349568747,5141.22581411583,38.993960981367,79.5879551148895
Israel,2015,36213.1041481958,8380100.0,77.3520896572253,6748.96480948915,2.06055180145113,76.7988039122038
Isle of Man,2015,84753.5187422732,83593.0,,,,
Ireland,2015,64250.1385181257,4701957.0,83.4947916666667,5761.00547070082,28.5989753307366,95.2315814260317
Iraq,2015,4440.14189252367,37560535.0,15.21440029,987.738859417205,3.79053022037966,-392.88619219625
"Iran, Islamic Rep.",2015,4952.73355532178,82619362.0,45.3349761533285,2861.302656876,5.11239590497197,-32.5650713047388
Indonesia,2015,3288.22269725538,261799249.0,22.062742603379,857.649519078643,13.6593504639543,-109.271486079706
India,2015,1583.99815907985,1328024498.0,14.89999962,841.085387869102,14.8948527456761,37.2827822095164
Iceland,2015,53505.6964079339,330815.0,98.19999695,55085.1684476218,99.9873929464333,
Hungary,2015,12782.9412577973,9797755.0,72.8347370323805,4118.39242765307,10.6358036890646,53.8368549697642
"Hong Kong SAR, China",2015,42432.1619740441,7291300.0,84.9483529634062,6406.40215050814,0.207020867871898,203.741968587536
Honduras,2015,2271.20265980349,9237305.0,27.1395454833776,687.105167578639,45.9164363877528,43.6751771436639
Haiti,2015,1411.12684746796,10523242.0,14.19999981,83.9095024137999,8.2771896053898,
Guyana,2015,5640.41560569466,758781.0,34.0,,6.7408082067015,
Guinea-Bissau,2015,645.066837207039,1786457.0,6.099999905,,1.91938579654511,
Guinea,2015,747.356966759448,11767070.0,9.199999809,,78.8746543860741,
Guatemala,2015,3893.50533299068,15971743.0,28.80590057,616.651545169491,60.3977933629832,39.1754535594274
Guam,2015,35165.7014644795,164905.0,73.139999947043,,1.79760629627905,
Grenada,2015,8694.12438005692,114676.0,52.5,,0.752932091317149,
Greenland,2015,44536.3549705377,56114.0,67.600443481006,,75.3335980251687,
Greece,2015,17980.7298238137,10820883.0,66.8349594911035,5229.42536205225,28.7272622122836,79.0743652188211
Gibraltar,2015,,33193.0,,7742.59633055162,0.0,
Ghana,2015,1722.77282833606,28696068.0,23.0,306.209199113969,50.8573529411765,-6.41022724687796
Germany,2015,41929.7549110722,81686611.0,87.5897993525767,7032.02144106578,30.0329009777745,64.435449668835
Georgia,2015,4086.6223465965,3725276.0,47.5697596438736,2727.58313746418,78.037108834118,73.8338314892229
"Gambia, The",2015,619.536364296461,2224529.0,17.59950066,,1.61640740418875,
Gabon,2015,7047.12654634355,2040989.0,45.78450012,965.218332876855,38.1134575569358,-203.764020460123
French Polynesia,2015,19166.9594761931,277866.0,64.560209747212,,29.7448392352651,
France,2015,36702.4323733379,66548272.0,78.0060377071902,7208.30136656291,16.6912500883769,47.5840193835437
Finland,2015,42560.3456767103,5479531.0,86.4221333325445,15056.2155775741,44.5011880639659,48.5424894093918
Fiji,2015,5097.53106864695,918578.0,42.5,,47.8345355513028,
Faroe Islands,2015,52637.1903526574,48899.0,94.2,,60.0953895071542,
Ethiopia,2015,597.912113218663,103867135.0,13.8551755555556,73.8443396941679,91.4725968436155,9.36081748178678
Eswatini,2015,3419.82276559528,1142813.0,25.64299965,1124.41843066188,,23.2706789445299
Estonia,2015,17722.1557669523,1315407.0,88.4097035040431,6481.64408430242,15.4271777690185,12.008668176882
Eritrea,2015,,3105546.0,1.083699942,82.4331695618097,5.95454545454546,
Equatorial Guinea,2015,9068.91003238645,1453923.0,21.31999969,793.026865934441,9.77675134719015,-988.30267010984
El Salvador,2015,3790.34089108162,6183676.0,26.8026049600572,1019.13489645965,58.6570391153656,58.3988681990275
"Egypt, Arab Rep.",2015,3306.98159414141,99597342.0,37.8193834276939,1566.91932601976,8.40123221374128,12.8611145617055
Ecuador,2015,5976.1596805651,16266225.0,48.9404337892669,1418.39916760035,52.5586897880539,-101.688517111697
Dominican Republic,2015,6800.95309395474,10434829.0,54.2157663369785,1504.48081132906,7.7648366303623,95.3565824538657
Dominica,2015,8282.59874702141,70410.0,65.0,,23.5294117647059,
Djibouti,2015,2376.12554719873,1020313.0,22.89999962,,0.280112044817927,
Denmark,2015,53094.0133607574,5683483.0,96.3305016195436,5821.60622280387,65.4356254319281,14.4191495891963
Czechia,2015,17931.5987670768,10546059.0,75.668838699279,6382.47899049304,12.7511920087732,32.1172947810533
Cyprus,2015,23088.44140625,1219502.0,71.7157409175171,3541.60960785632,8.81164534627261,120.800980792808
Curacao,2015,19361.8129630226,157980.0,,4949.99367008482,16.6400911161731,190.393313275816
Cuba,2015,7727.91997207998,11275065.0,37.3050974155373,1521.32160657167,3.95529376971609,54.8396250733803
Croatia,2015,12283.7840620053,4151725.0,69.8450359238281,3947.75665536614,67.3059721126019,49.6289245080827
Cote d'Ivoire,2015,1814.71855088017,25246342.0,38.4400001654616,242.332136671523,15.5263459993112,3.20789590418457
Costa Rica,2015,11714.7105980732,4818038.0,59.7629501371681,1981.09686972166,98.3893821679615,50.8986034627929
"Congo, Rep.",2015,2439.35189403696,5097581.0,7.616000175,297.19978946877,40.7851209823041,-420.174404302424
"Congo, Dem. Rep.",2015,495.826633014883,81035531.0,3.799999952,111.704086939345,97.9121161362367,-0.0069052825411406
Comoros,2015,1329.37048235986,726682.0,7.459199905,,0.0,
Colombia,2015,6248.51490534512,46969940.0,55.9049725142924,1512.94636527106,58.8415695455239,-212.769696143014
China,2015,8175.33285077393,1379860000.0,50.29999924,4017.07781948893,23.8649488788885,16.7064227414127
Chile,2015,13433.9202987032,18047625.0,76.6295919508796,3973.20977136881,43.6470681836264,68.1847796488233
Channel Islands,2015,61847.8212238857,163454.0,,,,
Chad,2015,993.990730610869,14647621.0,3.5,13.2444715766472,3.23448275862069,
Central African Republic,2015,366.322853938121,4629320.0,2.900000095,,99.7266383713402,
Cayman Islands,2015,76379.2098777987,61642.0,77.0,,0.0,
Canada,2015,43594.1941045394,35704498.0,90.0,15839.6289453502,64.1242644713459,-68.422155970413
Cameroon,2015,1415.00009710569,22763414.0,18.29999924,278.517097655035,54.9573667711599,-27.9617879172123
Cambodia,2015,1547.32010444393,15623251.0,6.43319107021405,343.462445812334,48.5765824152085,
Cabo Verde,2015,3415.06266730931,512394.0,42.6830141582781,,20.2655352418182,
Burundi,2015,254.402585226788,11047580.0,2.0,,86.1077496490634,
Burkina Faso,2015,630.124750752312,18777487.0,6.545700073,113.007667106892,5.1723044397463,
Bulgaria,2015,7268.65445473873,6984225.0,56.6562516053086,4992.2503928496,18.7939951652548,37.1318138028411
Brunei Darussalam,2015,30625.1287744656,422212.0,71.19999695,9310.48856972327,0.0311904761904762,-486.235806939218
British Virgin Islands,2015,,34498.0,,,0.891131123579612,
Brazil,2015,8936.1955889444,201675532.0,58.3279517340924,2628.0976910972,73.5400962658205,8.61387332542045
Botswana,2015,6141.20394726616,2203273.0,38.89379883,1726.97618497572,0.117584745762712,34.9296848455718
Bosnia and Herzegovina,2015,4662.25869219448,3518541.0,52.59999847,3438.92539549774,35.5830827308209,33.7088994867392
Bolivia,2015,2996.01289811344,11014705.0,37.4868176324391,746.547456332239,29.4349894876618,-174.583824385328
Bhutan,2015,2954.04081911097,740618.0,39.79999924,,99.9997418525436,
Bermuda,2015,104855.366822135,63464.0,98.3236096537251,,,
Benin,2015,1002.41886879614,11360681.0,11.25500011,96.9132044108975,1.12424242424242,
Belize,2015,6154.62264230369,356333.0,41.59000015,,87.08892188603,
Belgium,2015,40893.804537772,11274196.0,85.0529417508701,7699.8838764201,22.3222150491356,95.2722551348913
Belarus,2015,5967.05595058777,9461076.0,62.230360906803,3571.26398730969,0.824804882342586,84.9599278749202
Barbados,2015,20424.2087530019,278990.0,72.04940033,,1.34096311632544,
Bangladesh,2015,1224.38647668165,159383179.0,12.36880016,347.571182527361,1.82584212662338,20.4002085391355
Bahrain,2015,23734.0551143019,1370322.0,93.4783007986129,20288.6620808832,0.0331765201516641,-57.3617376243512
"Bahamas, The",2015,30719.405417469,385346.0,78.0,,0.187146837890514,
Azerbaijan,2015,5500.50364628486,9649341.0,77.0,2244.92014532391,7.40635126377187,-311.372702565001
Austria,2015,43915.228020857,8642699.0,83.9401419315026,8318.46625689498,78.1278580070139,62.1474208451196
Australia,2015,56970.3613028094,23815995.0,84.5605149091408,10157.1653840203,13.3253353778438,-197.386842232292
Aruba,2015,27458.2201537506,107906.0,88.661226932496,,18.9002071637882,
Armenia,2015,3512.39350276709,3004600.0,59.1008337674937,1909.40557811356,28.3279907680472,67.6293163476974
Argentina,2015,13679.6264980954,43477012.0,68.0430641088122,3140.46420669387,24.4205243146988,13.5477809878759
Antigua and Barbuda,2015,16077.6340769406,89409.0,70.0,,1.55200370627751,
Angola,2015,3641.72893919944,28157798.0,22.0,306.167406982606,52.3096953478798,-568.890997777471
Andorra,2015,38654.95287916,72174.0,87.90000153,,100.0,
American Samoa,2015,12727.4102651386,52878.0,,,1.51931173347977,
Algeria,2015,4685.05902729002,40019529.0,38.20000076,1438.57265286655,0.474606819965697,-158.925681939104
Albania,2015,4199.53912925398,2731293.0,56.90000153,2212.87133969149,,12.696461784444
Afghanistan,2015,565.569730408751,33831764.0,8.260000229,,87.5782394741968,
World,2015,10161.9445773233,7441677465.0,39.9,3081.68481337426,22.9820804725088,-0.801942467000183
Upper middle income,2015,7435.76486473308,2687902951.0,47.9,3145.86496167914,25.1841763699704,-2.00574242829076
Sub-Saharan Africa (IDA & IBRD countries),2015,1646.44941139316,1025251114.0,16.1,433.105520624431,25.6756989570182,-57.1076586789894
Sub-Saharan Africa (excluding high income),2015,1763.27463036367,921290560.0,16.3,478.548798069351,24.1687716730478,-63.6839477332785
Sub-Saharan Africa,2015,1646.44941139316,1025251114.0,16.2,433.105520624431,25.6756989570182,-57.1076586789894
South Asia (IDA & IBRD),2015,1570.54142462917,1537370078.0,14.7,773.697428428042,15.339424422239,36.5808123940269
South Asia,2015,1570.54142462917,1537370078.0,14.7,773.697428428042,15.339424422239,36.5808123940269
Small states,2015,10446.850341907,18482578.0,47.7,,44.2172644044794,-75.9151563948482
Pre-demographic dividend,2015,1524.98608713796,870587800.0,,231.55542993819,37.8893881010402,-133.614556365088
Post-demographic dividend,2015,40775.9479386213,1097890139.0,,8922.45947601651,22.6727197959035,26.3932982434568
Pacific island small states,2015,3722.7745565917,2445989.0,,,34.2342504669754,
Other small states,2015,10359.1182462574,11722398.0,,,56.6670007188755,
OECD members,2015,35779.9123271942,1331675197.0,,7794.31652957339,23.5418871347781,23.2570417577837
Not classified,2015,,,,,,
North America,2015,55285.5686917861,357583083.0,76.1,13129.4976570223,20.3139189822831,2.79117351190497
Middle income,2015,4602.51682691609,5452914477.0,,1923.88638579361,24.2857883774484,1.68738064438128
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2015,2799.45441811583,631082594.0,27.4,1196.36781355826,8.92835104264289,-43.9939638854579
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2015,2802.63134980954,635352686.0,27.6,1196.36781355826,8.92412911390806,-43.9939638854579
"Middle East, North Africa, Afghanistan & Pakistan",2015,5125.68064083245,694232973.0,31.8,2114.35071982113,4.98864903777721,-111.16710238538
Lower middle income,2015,1848.28029294397,2765011526.0,19.5,722.536606199889,20.7965693931474,14.0732516256252
Low income,2015,740.889503942237,488308267.0,7.9,208.069486386324,53.9345631111576,-12.443167318568
Low & middle income,2015,4284.85686298442,5941222744.0,,1813.09122577356,24.5470039081057,1.45491351360884
Least developed countries: UN classification,2015,982.894810600519,962508256.0,10.7,203.622639470485,52.0262873941747,-31.7738578044448
Latin America & the Caribbean (IDA & IBRD countries),2015,8404.37747196218,603091701.0,54.7,2195.22848458931,52.440136800769,-19.5891029366139
Latin America & Caribbean (excluding high income),2015,8308.73911709951,551075145.0,53.3,2102.11010990111,50.6459159740584,-7.90017799139965
Latin America & Caribbean,2015,8547.2373391789,618868462.0,54.4,2183.53407149539,50.990861169472,-18.0204287938607
Late-demographic dividend,2015,8331.63270803563,2256126712.0,,3782.29709061765,25.9069603526848,-13.5280224522418
IDA total,2015,1350.30758062232,1604188279.0,14.2,305.065697285587,41.4597686225409,-14.47969775933
IDA only,2015,1023.43894668408,1036954223.0,11.6,256.340334976507,52.3601046219778,8.12064564282965
IDA blend,2015,1947.85246838642,567234056.0,19.0,383.834123928511,28.6581680277388,-40.4102360961965
IDA & IBRD total,2015,4474.43525326247,6280961830.0,32.8,1933.87495644911,24.4788724914064,-7.61809890775599
IBRD only,2015,5546.04775275527,4676773551.0,39.1,2439.7291305013,23.7149160275963,-7.09849918217209
High income,2015,36586.4346902662,1366013614.0,78.3,8733.39744061433,21.1034106734427,-1.31726342329138
Heavily indebted poor countries (HIPC),2015,917.296109229181,735429414.0,,187.375170688636,61.7512382480891,-7.25949320940248
Fragile and conflict affected situations,2015,1663.16200127279,890869511.0,17.9,544.963571893522,28.6301812911302,-90.6558557765365
European Union,2015,30771.6568591261,443793218.0,,6131.29243448691,30.4058693179981,58.980565928754
Europe & Central Asia (IDA & IBRD countries),2015,8009.61874995558,453662073.0,59.4,4188.69163069134,19.4078266758768,-47.5917505471095
Europe & Central Asia (excluding high income),2015,6291.45594655745,240083379.0,51.9,2877.46993376133,22.6149553775454,-6.08961563465994
Europe & Central Asia,2015,22702.8228380066,907527486.0,69.9,5399.24074673548,28.5741563661061,2.94017284206333
Euro area,2015,34471.1747135027,343180482.0,,6429.28172121397,29.6899873220161,65.7228103138815
East Asia & Pacific (IDA & IBRD countries),2015,6664.48834577557,2030504270.0,44.1,3140.06634992462,23.5166014763548,10.4170171886756
East Asia & Pacific (excluding high income),2015,6589.77076427462,2056050896.0,43.5,3108.59805225174,23.5995436042505,10.0795065966284
East Asia & Pacific,2015,9691.70576095154,2300844269.0,48.3,3732.84524696717,20.4307927098074,21.1657362140924
Early-demographic dividend,2015,3174.36962020929,3190318707.0,,1171.45066568958,17.9436722335669,-18.1610160715549
Central Europe and the Baltics,2015,12596.8862547468,102973167.0,,4217.55504518959,21.0105346472131,35.8774552566282
Caribbean small states,2015,14497.5393236017,4314191.0,,,5.71550269697614,-86.5766431692115
Arab World,2015,6290.55879501691,410190679.0,,2602.22633671934,3.00186247532593,-158.688222538078
Africa Western and Central,2015,1860.72768628324,418127845.0,18.6,201.740170562715,25.3334390250242,-144.428389776344
Africa Eastern and Southern,2015,1498.8752400759,607123269.0,14.3,582.510916628738,25.7622051824189,-29.0932128746545
Zimbabwe,2016,1408.13945253431,14600294.0,23.12000084,511.77051640193,41.4481093016837,20.5155264856758
Zambia,2016,1239.08527877713,16914423.0,10.30000019,661.329091746139,94.3085558768498,12.9336125637149
"Yemen, Rep.",2016,975.359417003225,32109010.0,24.57920074,113.176955627097,3.23035230352304,47.963453697012
West Bank and Gaza,2016,3527.61382413178,4367088.0,59.90000153,,7.91330739009813,
Virgin Islands (U.S.),2016,35324.9748874586,107516.0,59.60831579895,,1.97789412449098,
Viet Nam,2016,2735.0604380416,94000117.0,53.0,1788.72117786832,36.0290921584165,16.0161241734677
"Venezuela, RB",2016,3670.15737848208,30765720.0,60.0,2127.75777716237,62.32403609516,-188.124132744977
Vanuatu,2016,2956.12644801489,272087.0,,,21.0372340425532,
Uzbekistan,2016,2753.37951427589,31284568.0,46.79130173,1538.10658341199,13.8028850247799,-19.2502939633838
Uruguay,2016,17009.7584207276,3379283.0,66.40000153,3408.71125620435,96.4575709551938,44.3243908329878
United States,2016,57638.1018367192,324353340.0,85.5444212887222,12806.1977101885,15.2594449655463,12.2997773544084
United Kingdom,2016,41257.9085545556,65607000.0,94.7758006318882,5009.54166476138,25.4852540875207,37.9543303353766
United Arab Emirates,2016,42721.0999383185,8935095.0,90.6000073180483,13705.6181271716,0.248154120342867,-138.130060398239
Ukraine,2016,2158.46118164063,45616832.0,53.0009695981884,3160.98233213565,7.03753957210478,30.2136005974433
Uganda,2016,752.696571725656,38799152.0,5.9,75.6459831905605,93.4608512874409,22.0480331919573
Tuvalu,2016,3808.69755015909,10930.0,31.0,,23.6276849642005,
Turks and Caicos Islands,2016,31373.5612684327,38315.0,,,0.02040399918384,
