country,scenario,scenario_risk_score
Costa Rica,high_demand_severe_low_energy,1.361475503577396
Cote d'Ivoire,baseline_demand_baseline_energy,-0.35378428579967613
Cote d'Ivoire,baseline_demand_low_energy,-0.7075685715993523
Cote d'Ivoire,baseline_demand_severe_low_energy,-1.4151371431987045
Cote d'Ivoire,extreme_demand_baseline_energy,-0.7075685715993523
Cote d'Ivoire,extreme_demand_low_energy,-1.4151371431987045
Cote d'Ivoire,extreme_demand_severe_low_energy,-2.830274286397409
Cote d'Ivoire,high_demand_baseline_energy,-0.5306764286995141
Cote d'Ivoire,high_demand_low_energy,-1.0613528573990283
Cote d'Ivoire,high_demand_severe_low_energy,-2.1227057147980566
Croatia,baseline_demand_baseline_energy,0.18291489169785025
Croatia,baseline_demand_low_energy,0.3658297833957005
Croatia,baseline_demand_severe_low_energy,0.731659566791401
Croatia,extreme_demand_baseline_energy,0.3658297833957005
Croatia,extreme_demand_low_energy,0.731659566791401
Croatia,extreme_demand_severe_low_energy,1.463319133582802
Croatia,high_demand_baseline_energy,0.27437233754677537
Croatia,high_demand_low_energy,0.5487446750935507
Croatia,high_demand_severe_low_energy,1.0974893501871015
Cuba,baseline_demand_baseline_energy,0.08057393802847683
Cuba,baseline_demand_low_energy,0.16114787605695366
Cuba,baseline_demand_severe_low_energy,0.3222957521139073
Cuba,extreme_demand_baseline_energy,0.16114787605695366
Cuba,extreme_demand_low_energy,0.3222957521139073
Cuba,extreme_demand_severe_low_energy,0.6445915042278146
Cuba,high_demand_baseline_energy,0.12086090704271524
Cuba,high_demand_low_energy,0.24172181408543048
Cuba,high_demand_severe_low_energy,0.48344362817086095
Cyprus,baseline_demand_baseline_energy,0.25785142000320344
Cyprus,baseline_demand_low_energy,0.5157028400064069
Cyprus,baseline_demand_severe_low_energy,1.0314056800128137
Cyprus,extreme_demand_baseline_energy,0.5157028400064069
Cyprus,extreme_demand_low_energy,1.0314056800128137
Cyprus,extreme_demand_severe_low_energy,2.0628113600256275
Cyprus,high_demand_baseline_energy,0.3867771300048052
Cyprus,high_demand_low_energy,0.7735542600096104
Cyprus,high_demand_severe_low_energy,1.5471085200192207
Czechia,baseline_demand_baseline_energy,0.2548353585816814
Czechia,baseline_demand_low_energy,0.5096707171633628
Czechia,baseline_demand_severe_low_energy,1.0193414343267255
Czechia,extreme_demand_baseline_energy,0.5096707171633628
Czechia,extreme_demand_low_energy,1.0193414343267255
Czechia,extreme_demand_severe_low_energy,2.038682868653451
Czechia,high_demand_baseline_energy,0.3822530378725221
Czechia,high_demand_low_energy,0.7645060757450441
Czechia,high_demand_severe_low_energy,1.5290121514900883
Denmark,baseline_demand_baseline_energy,0.4015079277692051
Denmark,baseline_demand_low_energy,0.8030158555384102
Denmark,baseline_demand_severe_low_energy,1.6060317110768203
Denmark,extreme_demand_baseline_energy,0.8030158555384102
Denmark,extreme_demand_low_energy,1.6060317110768203
Denmark,extreme_demand_severe_low_energy,3.2120634221536406
Denmark,high_demand_baseline_energy,0.6022618916538076
Denmark,high_demand_low_energy,1.2045237833076152
Denmark,high_demand_severe_low_energy,2.4090475666152305
Djibouti,baseline_demand_baseline_energy,-0.3927990935430946
Djibouti,baseline_demand_low_energy,-0.7855981870861892
Djibouti,baseline_demand_severe_low_energy,-1.5711963741723785
Djibouti,extreme_demand_baseline_energy,-0.7855981870861892
Djibouti,extreme_demand_low_energy,-1.5711963741723785
Djibouti,extreme_demand_severe_low_energy,-3.142392748344757
Djibouti,high_demand_baseline_energy,-0.589198640314642
Djibouti,high_demand_low_energy,-1.178397280629284
Djibouti,high_demand_severe_low_energy,-2.356794561258568
Dominican Republic,baseline_demand_baseline_energy,0.17408277141235987
Dominican Republic,baseline_demand_low_energy,0.34816554282471973
Dominican Republic,baseline_demand_severe_low_energy,0.6963310856494395
Dominican Republic,extreme_demand_baseline_energy,0.34816554282471973
Dominican Republic,extreme_demand_low_energy,0.6963310856494395
Dominican Republic,extreme_demand_severe_low_energy,1.392662171298879
Dominican Republic,high_demand_baseline_energy,0.26112415711853976
Dominican Republic,high_demand_low_energy,0.5222483142370795
Dominican Republic,high_demand_severe_low_energy,1.044496628474159
Ecuador,baseline_demand_baseline_energy,0.08806267803821174
Ecuador,baseline_demand_low_energy,0.1761253560764235
Ecuador,baseline_demand_severe_low_energy,0.352250712152847
Ecuador,extreme_demand_baseline_energy,0.1761253560764235
Ecuador,extreme_demand_low_energy,0.352250712152847
Ecuador,extreme_demand_severe_low_energy,0.704501424305694
Ecuador,high_demand_baseline_energy,0.13209401705731763
Ecuador,high_demand_low_energy,0.26418803411463526
Ecuador,high_demand_severe_low_energy,0.5283760682292705
"Egypt, Arab Rep.",baseline_demand_baseline_energy,0.04548214624990561
"Egypt, Arab Rep.",baseline_demand_low_energy,0.09096429249981122
"Egypt, Arab Rep.",baseline_demand_severe_low_energy,0.18192858499962244
"Egypt, Arab Rep.",extreme_demand_baseline_energy,0.09096429249981122
"Egypt, Arab Rep.",extreme_demand_low_energy,0.18192858499962244
"Egypt, Arab Rep.",extreme_demand_severe_low_energy,0.3638571699992449
"Egypt, Arab Rep.",high_demand_baseline_energy,0.0682232193748584
"Egypt, Arab Rep.",high_demand_low_energy,0.1364464387497168
"Egypt, Arab Rep.",high_demand_severe_low_energy,0.2728928774994336
El Salvador,baseline_demand_baseline_energy,-0.18533676589497655
El Salvador,baseline_demand_low_energy,-0.3706735317899531
El Salvador,baseline_demand_severe_low_energy,-0.7413470635799062
El Salvador,extreme_demand_baseline_energy,-0.3706735317899531
El Salvador,extreme_demand_low_energy,-0.7413470635799062
El Salvador,extreme_demand_severe_low_energy,-1.4826941271598124
El Salvador,high_demand_baseline_energy,-0.27800514884246486
El Salvador,high_demand_low_energy,-0.5560102976849297
El Salvador,high_demand_severe_low_energy,-1.1120205953698594
Equatorial Guinea,baseline_demand_baseline_energy,-0.2223284969182934
Equatorial Guinea,baseline_demand_low_energy,-0.4446569938365868
Equatorial Guinea,baseline_demand_severe_low_energy,-0.8893139876731736
Equatorial Guinea,extreme_demand_baseline_energy,-0.4446569938365868
Equatorial Guinea,extreme_demand_low_energy,-0.8893139876731736
Equatorial Guinea,extreme_demand_severe_low_energy,-1.7786279753463472
Equatorial Guinea,high_demand_baseline_energy,-0.3334927453774401
Equatorial Guinea,high_demand_low_energy,-0.6669854907548802
Equatorial Guinea,high_demand_severe_low_energy,-1.3339709815097605
Estonia,baseline_demand_baseline_energy,0.1926319891302102
Estonia,baseline_demand_low_energy,0.3852639782604204
Estonia,baseline_demand_severe_low_energy,0.7705279565208408
Estonia,extreme_demand_baseline_energy,0.3852639782604204
Estonia,extreme_demand_low_energy,0.7705279565208408
Estonia,extreme_demand_severe_low_energy,1.5410559130416817
Estonia,high_demand_baseline_energy,0.2889479836953153
Estonia,high_demand_low_energy,0.5778959673906306
Estonia,high_demand_severe_low_energy,1.1557919347812613
Eswatini,baseline_demand_baseline_energy,-0.36888846493806643
Eswatini,baseline_demand_low_energy,-0.7377769298761329
Eswatini,baseline_demand_severe_low_energy,-1.4755538597522657
Eswatini,extreme_demand_baseline_energy,-0.7377769298761329
Eswatini,extreme_demand_low_energy,-1.4755538597522657
Eswatini,extreme_demand_severe_low_energy,-2.9511077195045314
Eswatini,high_demand_baseline_energy,-0.5533326974070996
Eswatini,high_demand_low_energy,-1.1066653948141991
Eswatini,high_demand_severe_low_energy,-2.2133307896283982
Ethiopia,baseline_demand_baseline_energy,-0.9298598893166563
Ethiopia,baseline_demand_low_energy,-1.8597197786333126
Ethiopia,baseline_demand_severe_low_energy,-3.7194395572666252
Ethiopia,extreme_demand_baseline_energy,-1.8597197786333126
