country,year,gdp_per_capita,internet_users_pct,population,gdp_scaled,internet_scaled,population_scaled,development_score,scale_score,ai_demand_score_weighted,energy_capacity_score,energy_capacity_pos,ai_risk_score
South Sudan,2015,1080.14718624765,3.0,11107561.0,-1.2776092630358347,-3.8652025977721425,-0.0654922814768125,-2.5714059304039885,-0.0654922814768125,-1.8802376848037867,-0.8244855354928013,1.0078004294504654,-1.8656845441403958
"Somalia, Fed. Rep.",2015,445.583080073396,1.75999999,13806963.0,-1.9038868545831917,-4.425928401109047,0.013753795539347463,-3.1649076278461195,0.013753795539347463,-2.3071912333366065,-0.682011015980444,1.150274948962823,-2.0057736938607147
Slovenia,2015,20697.2748530619,73.0986599745829,2063531.0,0.8134200009197838,0.5459443012358262,-0.6786360058468486,0.679682151077805,-0.6786360058468486,0.3467895043387406,0.6314213813226054,2.4637073462658723,0.14075921187001106
Slovak Republic,2015,16442.0760860018,77.6346820339875,5423801.0,0.6503992530803983,0.6357287504747259,-0.32661241917369416,0.6430640017775621,-0.32661241917369416,0.40101165910488984,0.2631916729124519,2.0954776378557187,0.1913700494151973
Singapore,2015,55645.6068614606,79.0129570025584,5535002.0,1.513944184290149,0.6619857602710045,-0.3192195139412479,1.0879649722805769,-0.3192195139412479,0.7574678113255993,1.073589095094981,2.9058750600382477,0.2606677147762951
Sierra Leone,2015,964.575980888989,6.344399929,7037655.0,-1.357688962758366,-2.946973350082047,-0.23172776408328458,-2.152331156420207,-0.23172776408328458,-1.632448198652884,-0.682011015980444,1.150274948962823,-1.4191808663874892
Serbia,2015,5820.3215576888,65.3170254003801,7095383.0,-0.0851213115852615,0.3782831323769535,-0.22875193435617946,0.146580910395846,-0.22875193435617946,0.04116258810878426,0.13320411237686966,1.9654900773201365,0.020942658822733783
Senegal,2015,1218.00613555438,21.70000076,14593331.0,-1.192599522333955,-1.241772660050825,0.033931359285753325,-1.21718609119239,0.033931359285753325,-0.9031774001299323,-0.7787523864170401,1.0535335785262268,-0.8572839238720558
Saudi Arabia,2015,23256.1549553531,69.6162358014004,29816382.0,0.8959854642779664,0.47320244687800583,0.2942006337366014,0.6845939555779861,0.2942006337366014,0.597565200552639,1.5610048679709707,3.3932908329142375,0.17610197002755462
Rwanda,2015,733.998629882494,12.45600033,11640022.0,-1.5509629690951736,-2.0320032006161886,-0.048435912506872555,-1.791483084855681,-0.048435912506872555,-1.3436952859804536,-0.826215538854492,1.006070426088775,-1.3355876995651663
Russian Federation,2015,9277.7138671875,70.0992412263947,144640716.0,0.2451021246463576,0.48350318844925766,0.8694557123202094,0.36430265654780764,0.8694557123202094,0.4846308938958356,0.5648312622346642,2.3971172271779313,0.20217237955708153
Romania,2015,8977.01748158196,55.7631556336233,19815616.0,0.22176678419633228,0.14321280093154215,0.1453639544292835,0.18248979256393721,0.1453639544292835,0.17517218261189355,-0.2709740357773576,1.5613119291659092,0.11219550644532306
Qatar,2015,68985.2433380102,92.8848264535481,2344557.0,1.6661558114094406,0.9035856667385136,-0.6321266629953639,1.284870739073977,-0.6321266629953639,0.824685642173415,2.7150220098904434,4.547307974833711,0.1813568921958871
Puerto Rico (US),2015,29242.041465085,63.4663353848474,3535167.0,1.058214963047308,0.3355128355955824,-0.48253365425342637,0.6968638993214453,-0.48253365425342637,0.42008206411402044,0.9541116503855808,2.7863976153288474,0.1507617081650577
Portugal,2015,19215.7813014347,68.6328614804299,10358076.0,0.7608143677669349,0.45201112782611574,-0.09094009296372786,0.6064127477965253,-0.09094009296372786,0.43979461860498253,0.19022852301484164,2.0225144879581087,0.2174494280379621
Poland,2015,12637.5220324406,67.9969871556415,37986412.0,0.46399691342572613,0.43814836891468106,0.38241636647346544,0.4510726411702036,0.38241636647346544,0.43455478610879517,0.03005108251479046,1.8623370474580574,0.23333842104571137
Philippines,2015,2909.85818010301,36.90000153,105312992.0,-0.5760547959788029,-0.46718781843775486,0.753866638037839,-0.5216213072082789,0.753866638037839,-0.2054709953352756,-0.6833031948904555,1.1489827700528115,-0.17882861317914403
Peru,2015,6231.71150338894,40.8526009090468,30457600.0,-0.03675313876327472,-0.31727941491215367,0.3019514408730847,-0.1770162768377142,0.3019514408730847,-0.05026119050629249,-0.5357167218468403,1.2965692430964266,-0.038764756123830506
Paraguay,2015,5879.33792308762,49.716304663966,6159103.0,-0.07797637516794828,-0.027000979922650797,-0.280301077127462,-0.05248867754529954,-0.280301077127462,-0.1107161623219726,-0.45320251474881695,1.37908345019445,-0.08028242403051221
Papua New Guinea,2015,2484.5963398603,7.900000095,8743246.0,-0.6879261777487904,-2.6566651874012144,-0.15267857347465086,-1.6722956825750024,-0.15267857347465086,-1.2431729300586039,-0.682011015980444,1.150274948962823,-1.0807615441678051
Panama,2015,14082.6548434996,51.2054249948687,3960035.0,0.540685287829638,0.016729587094452082,-0.4411916892780142,0.278707437462045,-0.4411916892780142,0.1118315482954099,-0.3617950948920717,1.4704908700511952,0.07605048801936219
Pakistan,2015,1380.47020838317,11.0,217290883.0,-1.1039778175580968,-2.2050556122325964,1.0177082603109395,-1.6545167148953466,1.0177082603109395,-0.9589335262269125,-0.7422553615065495,1.0900306034367175,-0.8797308288441867
Oman,2015,18808.3077921839,73.52999878,4184895.0,0.745633240390429,0.5547153045693869,-0.42107345533885576,0.650174272479908,-0.42107345533885576,0.3871352889207431,0.6731303999238875,2.5054163648671546,0.15451934231349618
Norway,2015,74809.9658049898,96.810325691365,5188607.0,1.7235717089810105,0.9654836598812712,-0.34276113809302605,1.344527684431141,-0.34276113809302605,0.9416576800275926,4.197764404927166,6.030050369870433,0.1561608315467232
Nigeria,2015,2585.73360671797,22.51420021,190671878.0,-0.659675363930177,-1.1885210944952405,0.9701042553650838,-0.9240982292127087,0.9701042553650838,-0.43732646480413395,-0.7922620237197444,1.0400239412235224,-0.4204965361563187
Niger,2015,485.662574175279,2.476200104,19939498.0,-1.8430084652502774,-4.07729675389023,0.14763419211177373,-2.9601526095702537,0.14763419211177373,-2.127348701933748,-0.8232566414496287,1.009029323493638,-2.1083120702261344
Nicaragua,2015,2074.45620634731,19.70429993,6149417.0,-0.8156616646220777,-1.3808322955459216,-0.2808743922365542,-1.0982469800839996,-0.2808743922365542,-0.8797745673490421,-0.7133236678415779,1.118962297101689,-0.7862414753632132
New Zealand,2015,38665.3723018158,85.19999695,4609400.0,1.2560736661853933,0.7745371449514018,-0.3858790145108141,1.0153054055683977,-0.3858790145108141,0.6770477135794444,1.0988040660750362,2.9310900310183032,0.23098837170287403
Netherlands,2015,45793.8135434697,91.7241379310345,16939923.0,1.37592461239273,0.8847872673590318,0.0882472765127943,1.130355939875881,0.0882472765127943,0.8821072076609519,0.596481366771402,2.4287673317146687,0.3631913177283223
Nepal,2015,875.543635474862,17.58160019,27823629.0,-1.426212247481655,-1.5442906470588302,0.2690031449532357,-1.4852514472702425,0.2690031449532357,-1.0437358392249436,-0.8050238561295417,1.027262108813725,-1.0160365404991354
Namibia,2015,4774.10650865775,25.68790054,2374300.0,-0.22545060542585366,-0.9972031622621116,-0.6275345955212793,-0.6113268838439826,-0.6275345955212793,-0.5960849978424003,-0.49352349718541394,1.338762467757853,-0.44525075373581247
Myanmar,2015,1166.73305547935,10.89999962,51089056.0,-1.2230378611715644,-2.2177011812118868,0.49036512005821503,-1.7203695211917256,0.49036512005821503,-1.1428192778782325,-0.7782671578617317,1.054018807081535,-1.084249417752399
Mozambique,2015,610.563774706589,6.5,26547572.0,-1.6811902245033297,-2.915292623354065,0.2519015888969773,-2.2982414239286975,0.2519015888969773,-1.62985311075101,-0.7332804712698945,1.0990054936733724,-1.4830254444891855
Morocco,2015,3146.24780273438,57.0799993486116,34607588.0,-0.5207475814585056,0.17786894491491237,0.34848248979101704,-0.17143931827179665,0.34848248979101704,-0.05892427941542869,-0.6460261986273348,1.1862597663159322,-0.049672323961913414
Mongolia,2015,3838.92126989984,22.5000041337688,3026864.0,-0.3798427799366676,-1.189433675300109,-0.53908069633483,-0.7846382276183883,-0.53908069633483,-0.7030090724134127,-0.4048048787446981,1.4274810861985687,-0.49248223266169505
Moldova,2015,2749.55137054338,69.0000044661932,2835978.0,-0.6161796245592555,0.4599577153045346,-0.5628093997643846,-0.07811095462736042,-0.5628093997643846,-0.22618899940821122,-0.4202174120336237,1.412068552909643,-0.16018273258910598
Mexico,2015,10021.2386118827,57.4310429923633,121072306.0,0.29970321768123354,0.18697494027389855,0.8046646626583213,0.24333907897756604,0.8046646626583213,0.3864886818329382,-0.36040819752584674,1.4718777674174202,0.2625820502140455
Mauritius,2015,9630.5437837507,50.1393184766711,1262879.0,0.2715376558977124,-0.014449234570775894,-0.8575019606242913,0.12854421066346824,-0.8575019606242913,-0.11081765989675942,-0.35879342908504336,1.4734925358582236,-0.07520747964441814
Mauritania,2015,1554.94897871782,17.60000038,3965959.0,-1.019730149397699,-1.5427950095569805,-0.4406471665381818,-1.2812625794773398,-0.4406471665381818,-1.0580321047385681,-0.682011015980444,1.150274948962823,-0.9198080038973045
Mali,2015,838.11986940103,10.32999992,18593022.0,-1.4571190412042634,-2.2918739843602958,0.12216572636654602,-1.8744965127822795,0.12216572636654602,-1.3544620794161721,-0.682011015980444,1.150274948962823,-1.1775115859364407
Malaysia,2015,9648.6797937523,71.0640678111957,31232798.0,0.27287018581011885,0.503871554575273,0.3111067424979387,0.3883708701926959,0.3111067424979387,0.3632798040498778,0.1194987950482362,1.951784759991503,0.18612698054444246
Malawi,2015,539.605363240686,6.0,17085587.0,-1.768549156734407,-3.0195498839037707,0.09136620168170125,-2.394049520319089,0.09136620168170125,-1.7414205716396571,-0.682011015980444,1.150274948962823,-1.5139168015524087
Madagascar,2015,445.320069480568,4.173999786,25426702.0,-1.9043041451627574,-3.476310517906587,0.2361875118564935,-2.6903073315346724,0.2361875118564935,-1.919383461368285,-0.8181801007062646,1.0141058642370022,-1.8926854967083735
Lithuania,2015,14269.8039878287,71.3780590101754,2911109.0,0.550035952275267,0.5104414184164258,-0.5532847124314765,0.5302386853458464,-0.5532847124314765,0.26034769924798673,-0.0036296095956519893,1.828656355347615,0.14237103569877482
Libya,2015,7458.48917756374,25.0,6531819.0,0.0905175709571292,-1.0366644742118831,-0.25889858027743623,-0.47307345162737696,-0.25889858027743623,-0.39135018266066646,0.15708772361789453,1.9893736885611615,-0.1967202969009383
Liberia,2015,692.590082351257,10.0,4659431.0,-1.5920376441603017,-2.33654119336705,-0.3819464751048474,-1.9642894187636757,-0.3819464751048474,-1.5500910941188,-0.682011015980444,1.150274948962823,-1.3475831109044687
Lesotho,2015,1121.19851342518,25.0,2104611.0,-1.2512116594894822,-1.0366644742118831,-0.6714554755005643,-1.1439380668506827,-0.6714554755005643,-1.031181098645093,-0.682011015980444,1.150274948962823,-0.8964648839609051
Lebanon,2015,7714.1099998804,74.0,6472469.0,0.11438412762650997,0.5642148794399201,-0.2622235816731538,0.33929950353321503,-0.2622235816731538,0.17767296343628758,-0.27370743894381405,1.558578525999453,0.11399679930939197
Latvia,2015,13321.9753140616,79.2005829239344,1977527.0,0.5013549813631845,0.6655251297739624,-0.69414357314425,0.5834400555685735,-0.69414357314425,0.2599398946800981,-0.09042570259551393,1.7418602623477528,0.14923119856339115
Lao PDR,2015,2121.01339097363,18.20000076,6801645.0,-0.799947668400386,-1.4948185412955302,-0.2441532409199361,-1.1473831048479581,-0.2441532409199361,-0.9042038670435739,-0.7021062122736411,1.1301797526696258,-0.8000531463315738
Kyrgyz Republic,2015,1105.65193844261,30.24699974,6040036.0,-1.261093333484441,-0.7588780768469707,-0.2874120773264833,-1.0099857051657057,-0.2874120773264833,-0.8418976796218369,-0.44991235743010244,1.3823736075131645,-0.6090232590134426
Kuwait,2015,29882.2126495698,82.0,3834574.0,1.0735541524548882,0.7173717661402498,-0.452919219136629,0.8954629592975689,-0.452919219136629,0.5672719743468855,2.627271781285424,4.459557746228691,0.12720363915605976
"Korea, Rep.",2015,30171.7906545222,89.8962557995106,51014947.0,1.080385119550812,0.8547006263879856,0.4898363303535354,0.9675428729693989,0.4898363303535354,0.8537583496445037,1.3893405626451352,3.221626527588402,0.2650084801367704
Kenya,2015,1489.11959777284,16.5878548475992,47088526.0,-1.0503510107353335,-1.627347321475636,0.46066210950950415,-1.3388491661054847,0.46066210950950415,-0.87454643943323,-0.7983450193650671,1.0339409455781998,-0.845837901258632
Kazakhstan,2015,10196.1226255982,70.82993359566,18084169.0,0.31195680341398746,0.49895393801660265,0.11205740932262755,0.405455370715295,0.11205740932262755,0.3274309520020628,0.18763529558496594,2.019921260528233,0.1621008493749087
Jordan,2015,4042.75678097555,54.22000122,9544729.0,-0.34320598681157033,0.10156268106076484,-0.12072924992317113,-0.12082165287540275,-0.12072924992317113,-0.13191776883415324,-0.44684462787300167,1.3854413370702652,-0.09521714511067948
Japan,2015,34960.6393843385,91.0580283929962,127141000.0,1.1847308200315423,0.8738924597988624,0.8224807148415361,1.0293116399152025,0.8224807148415361,0.9853748676526028,0.8727579420828154,2.7050439070260826,0.36427315101732344
Jamaica,2015,5339.30718256806,42.2212211907441,2802534.0,-0.14621118715304787,-0.2686547545032048,-0.5671306894783621,-0.20743297082812634,-0.5671306894783621,-0.29429631130693135,-0.6053027765165184,1.2269831884267486,-0.23985358078482016
Italy,2015,30639.8829751432,58.1417349568747,60229605.0,1.0912896893538084,0.2052438234782903,0.5503218518029789,0.6482667564160494,0.5503218518029789,0.6459316769096697,0.2615001529994357,2.0937861179427024,0.30849935978386595
Israel,2015,36213.1041481958,77.3520896572253,8380100.0,1.209662297640449,0.6302883616878439,-0.16813156063587106,0.9199753296641464,-0.16813156063587106,0.6624329554879572,0.6044129296721418,2.4366988946154087,0.27185671440644327
Ireland,2015,64250.1385181257,83.4947916666667,4701957.0,1.6157876463553311,0.7443443763009133,-0.37863690242469555,1.1800660113281223,-0.37863690242469555,0.8121763646412782,0.39369223366453476,2.2259781986078018,0.36486267706900244
Iraq,2015,4440.14189252367,15.21440029,37560535.0,-0.2768083760226567,-1.7502156290222166,0.37830934857123527,-1.0135120025224367,0.37830934857123527,-0.6287214834240297,-0.6243922391166405,1.2078937258266262,-0.5205105962395508
"Iran, Islamic Rep.",2015,4952.73355532178,45.3349761533285,82619362.0,-0.1994367546017162,-0.16353218565303249,0.6654606850013938,-0.18148447012737434,0.6654606850013938,0.029354204431100595,-0.2247820001979332,1.6075039647453337,0.018260735323132462
Indonesia,2015,3288.22269725538,22.062742603379,261799249.0,-0.4894937040426082,-1.2178159716366004,1.0855869249648515,-0.8536548378396043,1.0855869249648515,-0.35063634044864056,-0.6521388429120275,1.1801471220312394,-0.29711239717734017
India,2015,1583.99815907985,14.89999962,1328024498.0,-1.006627614610898,-1.7798045829368188,1.6771157951626612,-1.3932160987738582,1.6771157951626612,-0.6063037010815805,-0.6556717871539602,1.1766141777893067,-0.515295253556047
Hungary,2015,12782.9412577973,72.8347370323805,9797755.0,0.4721005250233194,0.5405523809993942,-0.11119838373455916,0.5063264530113568,-0.11119838373455916,0.3502339474254759,0.04334121200537893,1.8756271769486457,0.186728978834297
"Hong Kong SAR, China",2015,42432.1619740441,84.9483529634062,7291300.0,1.3219205586025118,0.7701192428680999,-0.2188300770924024,1.0460199007353057,-0.2188300770924024,0.7436024391717391,0.5313481393587819,2.363634104302049,0.31460133267594537
Honduras,2015,2271.20265980349,27.1395454833776,9237305.0,-0.7515085334570967,-0.9171652067609947,-0.1326550803028374,-0.8343368701090457,-0.1326550803028374,-0.6547750058248961,-0.6885140488919838,1.1437719160512831,-0.5724699099846915
Haiti,2015,1411.12684746796,14.19999981,10523242.0,-1.0884307711922625,-1.8478412422362063,-0.08517738649487494,-1.4681360067142344,-0.08517738649487494,-1.1034110898832958,-0.817168949353974,1.015117015589293,-1.0869792082469887
Guinea-Bissau,2015,645.066837207039,6.099999905,1786457.0,-1.6423140767201436,-2.998115063765185,-0.7311581422204352,-2.320214570242664,-0.7311581422204352,-1.889055438560981,-0.682011015980444,1.150274948962823,-1.6422642606137774
Guinea,2015,747.356966759448,9.199999809,11767070.0,-1.5382047945254773,-2.4506430180616414,-0.044481523978287314,-1.9944239062935594,-0.044481523978287314,-1.4841273551263372,-0.682011015980444,1.150274948962823,-1.2902370485113506
Guatemala,2015,3893.50533299068,28.80590057,15971743.0,-0.369844745446569,-0.830229120214235,0.06680917722254948,-0.600036932830402,0.06680917722254948,-0.4218157959479725,-0.7035410199093542,1.1287449450339126,-0.37370337542047577
Greece,2015,17980.7298238137,66.8349594911035,10820883.0,0.7137612026549884,0.41248158306813126,-0.07501730360638839,0.5631213928615598,-0.07501730360638839,0.4111187092342442,0.280312131791511,2.1125980967347777,0.19460337007292938
Ghana,2015,1722.77282833606,23.0,28696068.0,-0.9471754019482608,-1.1576194837537326,0.2802498282808011,-1.0523974428509968,0.2802498282808011,-0.7139745230229104,-0.7697549061116785,1.0625310588315884,-0.6719563791462548
Germany,2015,41929.7549110722,87.5897993525767,81686611.0,1.3134838350676834,0.8158614030452986,0.6613247684170804,1.064672619056491,0.6613247684170804,0.9762762171971979,0.6647857487484291,2.497071713691696,0.3909684338836474
Georgia,2015,4086.6223465965,47.5697596438736,3725276.0,-0.33556352251174204,-0.09235186430554262,-0.46345299135654594,-0.21395769340864235,-0.46345299135654594,-0.2824118093507732,-0.25330288065726403,1.5789830842860029,-0.17885676684020743
"Gambia, The",2015,619.536364296461,17.59950066,2224529.0,-1.6708733260263406,-1.5428356091519415,-0.6512695623896897,-1.606854467589141,-0.6512695623896897,-1.3711591842111384,-0.682011015980444,1.150274948962823,-1.1920273369836332
Gabon,2015,7047.12654634355,45.78450012,2040989.0,0.050337110601594445,-0.14894243785963987,-0.6826371938986113,-0.04930266362902271,-0.6826371938986113,-0.202654307484889,-0.62919561597713,1.2030903489661369,-0.16844479523839406
France,2015,36702.4323733379,78.0060377071902,66548272.0,1.2191693192577067,0.6428483332155139,0.5866628388948991,0.9310088262366103,0.5866628388948991,0.8593303540522372,0.7023842886220247,2.5346702535652916,0.33903043318691845
Finland,2015,42560.3456767103,86.4221333325445,5479531.0,1.3240571031958501,0.7958113749323625,-0.3228886028762495,1.0599342390641064,-0.3228886028762495,0.7274346717856045,2.376256764771144,4.208542729714411,0.17284716314023685
Ethiopia,2015,597.912113218663,13.8551755555556,103867135.0,-1.6959975600467632,-1.8825172970180568,0.7488308600975087,-1.78925742853241,0.7488308600975087,-1.150072362950648,-0.8193157361805573,1.0129702287627096,-1.1353466570833
Eswatini,2015,3419.82276559528,25.64299965,1142813.0,-0.46170578484931407,-0.9997476960492843,-0.8938930774033804,-0.7307267404492992,-0.8938930774033804,-0.7580672769078203,-0.5952400126515088,1.237045952291758,-0.6128044600957796
Estonia,2015,17722.1557669523,88.4097035040431,1315407.0,0.703501504621543,0.829782692126044,-0.8426571632079894,0.7666420983737936,-0.8426571632079894,0.3611602532907352,0.5473964037312147,2.3796823686744815,0.15176826035480812
Equatorial Guinea,2015,9068.91003238645,21.31999969,1453923.0,0.22897995813056737,-1.2672833217141892,-0.8061866209678885,-0.5191516817918109,-0.8061866209678885,-0.5535038345897114,-0.6659221332902583,1.1663638316530087,-0.4745550398328691
El Salvador,2015,3790.34089108162,26.8026049600572,6183676.0,-0.3888613996203688,-0.9353685611911079,-0.27885063478245253,-0.6621149804057384,-0.27885063478245253,-0.5526362149606484,-0.617695814964632,1.214590149978635,-0.4549981036569163
"Egypt, Arab Rep.",2015,3306.98159414141,37.8193834276939,99597342.0,-0.485465437340269,-0.43096821333579705,0.7335398306604608,-0.458216825338033,0.7335398306604608,-0.16164009193852136,-0.5008595123688152,1.3314264525744517,-0.12140369573247806
Ecuador,2015,5976.1596805651,48.9404337892669,16266225.0,-0.06640834930161899,-0.050297297654487844,0.07346432780068847,-0.058352823478053414,0.07346432780068847,-0.025801311949546223,-0.5325372038734889,1.299748761069778,-0.019850999456471927
Dominican Republic,2015,6800.95309395474,54.2157663369785,10434829.0,0.025154290167828917,0.10144678631450514,-0.08825080777436439,0.06330053824116703,-0.08825080777436439,0.023505389333617267,-0.5141769504016818,1.318109014541585,0.017832659570871705
Djibouti,2015,2376.12554719873,22.89999962,1020313.0,-0.7195325836360884,-1.1639290405716929,-0.9351953097575384,-0.9417308121038906,-0.9351953097575384,-0.9289870250939125,-0.682011015980444,1.150274948962823,-0.8076217133404141
Denmark,2015,53094.0133607574,96.3305016195436,5683483.0,1.4806962172022182,0.9580523247096666,-0.3095764133940453,1.2193742709559423,-0.3095764133940453,0.8502026971807592,0.4066176974568002,2.238903662400067,0.3797406344270107
Czechia,2015,17931.5987670768,75.668838699279,10546059.0,0.7118231824209825,0.5974706957432147,-0.08438841142139784,0.6546469390820986,-0.08438841142139784,0.47274691362316873,0.5262455964390846,2.3585315613823514,0.2004412073019233
Cyprus,2015,23088.44140625,71.7157409175171,1219502.0,0.8908589534124417,0.5174752474138642,-0.8702337566223661,0.7041671004131529,-0.8702337566223661,0.31990147880423764,-0.07968012344944107,1.7526058414938257,0.18252904973292286
Cuba,2015,7727.91997207998,37.3050974155373,11275065.0,0.11565090986912847,-0.4511217365575516,-0.060040016518938734,-0.16773541334421158,-0.060040016518938734,-0.12664224797722634,-0.5105849968105588,1.321700968132708,-0.095817625189566
